income,family_size,spending_score,expense
129195.93,3,5,40346.25
108647.58,3,10,40863.48
40723.55,8,9,26720.29
29107.78,1,7,20020.18
99713.65,5,6,40472.25
36091.61,1,9,17802.69
117514.99,6,7,40866.43
130912.03,4,1,38603.37
107495.04,7,9,44547.42
12103.21,6,5,13528.35
16256.95,8,3,22285.68
27101.53,8,7,25482.7
34960.93,8,1,20819.78
198027.11,4,2,59865.32
72176.53,7,5,30703.64
61934.81,7,6,30196.72
15191.99,5,9,19117.44
128887.48,7,6,45478.24
132177.2,3,9,48035.89
39212.49,1,10,18569.0
184252.1,7,5,56709.85
161096.24,1,6,49117.46
49912.27,7,2,23991.12
99740.7,1,6,30590.95
94386.22,3,3,32365.11
72961.49,1,2,23564.56
164438.77,1,7,50438.5
26306.57,5,1,19036.01
85986.28,3,6,33068.3
88466.07,1,10,34502.12
96401.49,7,7,41694.31
172963.25,2,7,53891.9
47542.54,5,5,21542.52
25070.02,1,9,17610.88
125472.65,6,4,43763.82
38897.72,5,3,21295.33
19611.76,7,4,19458.33
88196.6,4,10,39810.49
47831.05,8,7,27739.13
75437.24,1,5,26767.01
55643.66,1,9,25752.73
23064.11,1,8,16445.22
114267.7,3,9,38607.32
10268.59,8,7,16755.96
193443.19,5,4,61165.88
71559.45,7,7,33591.12
140555.71,6,3,44348.18
163020.76,1,2,44747.56
59425.44,1,9,28114.9
151004.05,5,4,50076.14
167322.07,3,10,54919.84
52056.86,2,9,24361.14
198536.46,8,8,68513.51
9034.29,8,4,18333.71
47315.09,4,1,16487.17
157104.05,6,2,49728.01
42855.55,8,7,27136.1
141160.67,5,9,49274.58
171828.43,5,10,57660.52
192046.78,2,5,55589.35
97478.27,1,2,30705.13
194366.28,8,8,66150.66
85266.35,2,6,27742.09
47534.97,6,10,30414.65
105214.76,7,10,42509.88
131715.53,1,3,37157.47
94302.85,1,1,26340.57
115559.63,1,5,34601.96
86199.79,7,9,39935.21
107328.58,3,7,36879.35
190756.16,8,6,65548.48
102467.07,7,2,37265.27
54370.03,7,2,27492.96
152955.59,8,2,51774.33
70828.97,2,7,31880.09
164160.4,3,4,48325.95
16084.19,3,5,14251.16
69774.71,2,7,26869.81
23400.18,8,10,24569.67
21636.98,2,3,10576.82
133385.96,1,9,38911.88
80140.29,5,10,35247.92
174938.39,5,1,54610.41
105699.0,8,8,42942.87
62591.93,6,8,34374.13
145573.33,4,2,45560.82
126683.27,1,6,37691.59
160920.95,2,5,50275.08
130499.71,6,4,45798.11
37567.62,6,3,20814.91
135710.46,6,7,48036.75
81352.09,8,8,38995.4
95312.89,5,5,34378.85
184705.09,4,7,57829.21
75192.99,8,2,32478.49
124332.03,5,6,46370.92
75878.94,8,7,35040.33
23471.86,3,6,15455.56
93437.44,7,7,38225.94
121426.99,7,10,50307.43
84463.14,1,7,28524.3
81179.91,8,7,36039.95
164973.81,6,3,52662.78
10788.61,1,4,9957.05
62639.15,6,4,26905.68
163292.67,6,7,56721.71
184503.38,6,4,59684.46
85398.42,3,7,33624.34
178314.88,4,9,60662.26
43791.37,2,1,18949.32
48178.28,6,3,24560.98
170007.32,2,9,54976.41
181135.26,3,1,50558.44
48447.12,6,2,22680.76
16568.22,3,7,17969.55
22613.21,6,9,24462.51
55969.26,1,3,22675.44
153482.57,5,4,47696.93
104448.41,8,10,45947.28
93839.82,4,5,35121.0
118907.29,4,4,41362.68
178593.51,7,2,57894.21
22633.92,6,1,15073.31
140471.2,5,10,48811.45
185724.21,6,5,58458.43
46603.26,2,3,22062.61
168365.6,4,7,57989.91
141114.82,1,3,41529.34
7821.36,3,8,14516.53
50164.28,5,10,31192.03
123139.73,2,8,39370.07
102968.07,6,1,34951.71
107947.57,8,4,41171.53
50226.43,6,8,24166.22
136625.68,5,5,46623.93
56951.58,5,10,27473.74
80939.82,5,10,39432.96
76938.6,1,5,25575.73
136044.88,7,5,45759.86
22599.29,2,5,11331.29
45080.67,8,6,31602.85
44096.93,3,8,21237.42
26142.81,1,3,12880.29
45481.02,4,3,16796.14
123376.75,5,10,47662.26
147772.79,4,4,43046.84
133759.17,8,3,50790.39
97661.69,5,2,34206.28
15224.74,5,7,16365.52
192006.37,2,5,52368.35
37774.91,6,8,25075.48
135342.17,3,10,45766.3
183013.67,1,2,51458.86
141066.53,1,4,43042.68
47519.68,8,10,30225.14
66580.28,3,2,25620.27
10890.14,7,6,19172.65
124487.86,5,9,47866.88
124533.63,4,4,40812.76
146472.61,7,10,57113.31
7144.28,6,7,17969.45
164479.05,2,8,51021.13
149048.64,1,3,45656.38
32472.89,1,6,17363.77
72787.19,5,10,33379.89
129512.35,4,2,40944.06
101680.39,1,7,34879.19
27443.38,7,9,26271.36
22032.35,3,9,19471.67
157383.98,2,3,45756.54
35413.59,4,8,20826.95
38558.07,6,4,19770.96
167030.01,2,5,52280.66
124367.23,2,6,38220.77
122919.54,8,3,44522.34
98472.43,6,10,41179.96
115954.03,8,4,42545.99
122345.09,6,2,39277.61
193726.12,2,7,60538.98
48479.79,3,5,20671.62
46839.67,6,10,29123.3
16157.61,3,3,11015.27
133348.77,8,3,46011.73
112063.23,3,7,36819.21
26691.64,2,3,13946.09
76085.09,3,10,30221.61
39839.33,5,4,20743.1
69638.94,8,10,36216.76
190496.51,2,5,53293.48
138247.17,5,9,49679.21
6475.97,1,4,6719.93
54239.07,8,7,30045.11
7020.5,7,2,13008.18
144399.36,6,3,48906.64
96537.25,4,10,37820.9
198833.64,1,7,60659.09
148048.74,8,4,53083.22
105993.02,2,8,35825.6
161917.56,8,8,63199.08
142436.71,6,3,49508.56
52536.35,5,9,23326.87
108400.36,5,7,40777.51
113419.75,4,8,41667.34
92990.18,6,10,41204.12
39942.56,2,1,14583.32
48556.97,2,2,20029.11
59804.24,8,2,28723.86
6999.75,7,4,10384.26
183804.06,3,4,57294.96
138788.72,6,2,43026.61
139475.38,2,5,42858.55
116604.47,1,8,36851.57
139415.61,5,2,42964.17
196463.2,7,5,67027.03
80106.27,7,7,39995.71
143942.49,5,3,46272.19
75108.16,3,5,26233.38
171586.32,2,2,44995.54
172315.58,4,7,56767.61
180941.95,3,1,49697.42
6065.35,7,5,14676.86
63147.33,6,1,29010.24
31115.25,8,1,23177.37
93527.31,6,5,35696.79
101612.68,6,4,38515.44
54901.29,1,7,19206.48
146072.07,6,1,44381.06
57605.09,1,4,19769.39
171508.82,3,7,54266.41
39643.58,7,10,27608.27
76610.88,8,7,36807.93
126336.36,3,9,44621.87
123040.34,6,5,45206.9
20215.68,7,3,19144.75
170020.43,5,1,48776.91
121622.66,3,7,37675.29
174622.61,7,3,58550.99
174188.94,5,10,60962.32
111454.14,1,8,40060.64
182602.38,1,7,55602.85
170439.52,1,2,47476.72
191833.97,5,4,54768.16
170847.19,3,4,52037.71
165134.75,2,1,44901.9
96525.29,2,7,38531.77
46346.06,8,10,30844.61
182588.2,4,1,54154.42
145897.09,4,5,45812.07
59940.83,6,7,33953.47
71494.17,5,4,27678.21
138785.31,3,9,49019.46
98174.38,1,5,29229.24
20889.1,2,2,7632.14
32582.35,4,10,21911.09
150401.49,8,5,53681.32
69071.06,8,9,35930.6
103991.64,3,1,30286.86
154491.19,2,10,52409.73
151479.24,3,10,50992.72
37567.93,8,9,28289.43
24186.8,7,10,21461.51
120274.7,6,6,44861.24
149618.41,1,4,47560.22
34062.78,8,9,27514.83
77531.28,5,8,33745.96
174704.21,2,6,49701.51
189123.51,2,1,53349.4
93543.6,3,8,35848.47
20505.61,6,10,19574.66
55250.81,3,10,27442.19
50429.13,7,1,27624.18
51597.93,3,4,20514.84
101306.93,7,4,40211.41
118729.0,6,6,45278.28
28889.37,1,4,13824.32
178424.42,6,7,61689.62
125894.9,2,2,37517.62
121464.09,5,2,39112.61
197519.4,5,2,56920.92
127488.08,5,7,48553.28
186147.03,3,4,54504.92
60820.11,7,10,36916.08
51825.25,1,5,20017.07
105721.14,7,1,36793.78
104178.74,3,2,33745.39
49164.31,6,8,28595.08
141432.85,5,9,53606.96
10778.59,1,5,7433.12
139672.94,3,5,47387.85
94149.69,4,9,38762.32
139356.46,7,3,48220.86
98030.72,4,8,34155.4
195580.09,1,9,57670.9
70263.57,5,7,30013.29
196601.72,5,8,63388.46
17669.92,5,10,20915.65
138333.35,5,6,50194.31
93572.75,5,4,38510.59
165316.84,6,4,52918.54
158975.13,2,2,45119.89
161040.99,5,1,51649.45
23474.03,3,9,16623.87
165361.31,7,10,59164.89
46737.83,8,6,26461.56
10007.65,1,7,11356.9
47459.05,6,3,24623.4
98460.6,2,5,32846.52
149711.72,7,6,50659.84
47633.33,7,10,33137.5
27036.47,5,5,17682.38
130963.61,3,3,37302.89
196860.12,7,8,67340.04
122169.71,7,4,44289.55
139756.19,5,8,47965.06
114427.65,4,7,39780.45
157557.95,1,4,45315.92
195281.86,4,7,62273.31
111105.2,5,3,39510.92
86274.15,4,2,30845.76
172766.9,6,8,58173.56
194097.03,6,5,62997.63
30190.42,3,7,15432.62
117743.34,6,9,41775.89
159529.7,2,1,41524.18
109001.18,3,9,42195.51
84793.41,3,9,31187.89
132769.82,8,6,47118.69
57674.98,1,6,20785.81
73081.08,6,9,33960.84
198493.95,1,8,58895.65
129110.74,4,1,40765.36
175220.82,5,2,55840.48
162514.86,4,8,58085.08
132193.15,2,6,43998.29
168942.17,5,4,51159.28
60995.91,3,3,22796.4
129237.71,3,9,46608.72
120167.68,2,2,34426.16
126371.82,5,8,45755.89
37883.23,2,10,21668.9
59062.39,6,7,28040.85
60898.37,4,9,29250.56
122379.5,2,1,36471.08
194646.64,6,5,62759.4
191043.17,1,10,57168.92
49301.96,2,3,19233.99
64444.82,8,4,30363.4
12032.07,7,3,15495.67
82769.04,5,10,38194.76
167761.45,8,5,56339.57
183571.59,4,7,58905.13
51116.81,1,5,20576.16
56829.92,6,3,25776.19
48065.71,8,1,24813.76
73270.2,4,7,29829.86
161928.08,3,1,47352.54
131137.21,6,4,42522.12
158258.48,1,1,44246.76
118691.07,2,3,37939.85
55257.95,6,3,28645.12
49458.87,4,7,24240.9
6755.14,2,3,9081.0
157291.52,2,8,49647.6
170188.64,8,2,59477.48
154815.11,7,7,54699.21
19508.4,4,6,18474.75
153633.22,2,2,43037.61
13924.65,1,4,7118.57
25590.65,4,9,20226.61
90892.7,5,8,39478.02
97848.67,6,2,33824.21
164143.13,2,8,51034.21
137507.74,8,3,46126.89
34897.43,3,3,16260.59
49098.62,6,3,26827.66
60706.66,4,5,22104.35
29116.16,3,7,18455.38
61090.75,6,4,27530.78
147076.64,5,1,47700.0
52073.29,6,7,29154.06
167895.13,5,5,53676.99
96555.81,3,8,37164.91
67972.47,4,5,30310.77
85421.53,3,3,30501.47
143351.86,1,3,36671.75
105774.58,2,8,39107.56
6419.34,6,9,20251.46
184853.15,5,1,56544.31
17869.22,7,8,21221.65
188031.16,5,9,63749.62
10489.8,5,4,13522.06
155340.97,1,9,49051.23
109261.57,7,2,34780.54
103616.61,1,6,33019.66
19191.81,1,8,13426.55
51555.28,3,8,25645.29
156621.73,3,4,50027.31
178795.67,2,6,53040.24
108178.14,7,7,42608.59
73901.96,3,3,24182.43
16688.93,6,8,19667.38
138024.81,5,3,44828.94
59297.09,1,2,17979.79
15727.67,7,7,18513.4
134841.09,6,2,43863.13
99715.36,5,5,37853.12
7332.62,1,10,10113.97
26630.19,3,8,20282.4
141344.38,2,4,45264.83
17415.91,4,8,16567.94
173862.8,8,4,61230.59
65708.62,1,1,21110.77
22289.96,6,2,12540.49
153152.69,8,1,56097.85
107263.31,7,8,42884.31
64794.81,1,4,19762.78
84189.18,5,9,39185.03
9175.42,2,6,12913.42
134226.21,2,7,45657.51
76325.87,2,2,26676.93
144237.33,7,3,53158.25
127493.37,4,6,43850.53
131994.57,5,6,48015.04
159614.08,2,2,47487.99
128075.83,7,7,49021.0
86651.56,5,4,31827.05
81035.87,3,6,29286.51
28318.51,2,2,12517.94
156991.47,6,8,54338.12
153416.15,7,8,57873.32
53028.18,4,6,21159.84
173222.97,8,3,61928.21
119855.64,4,6,41303.61
98343.93,6,5,36576.2
8411.78,3,2,10288.8
79634.53,8,5,33493.21
129930.8,7,2,43863.72
22500.83,3,5,16816.13
94615.63,4,1,32811.77
198720.01,1,1,55446.74
144725.03,4,1,45143.18
111639.82,5,7,41838.61
108941.41,6,10,48347.0
13534.19,4,10,22393.8
191676.32,4,5,55506.31
185994.64,8,8,64117.69
138068.92,3,10,47331.57
24307.27,3,3,15870.08
45527.61,8,3,24491.28
40862.36,8,7,26036.27
106317.8,1,9,35470.81
45521.76,3,9,24004.59
140681.11,4,8,49944.47
111319.83,1,6,33803.08
8443.34,5,1,10854.46
150091.16,1,3,42255.14
41821.6,8,2,21483.89
165852.6,3,8,52324.29
74233.86,1,8,30726.05
71030.84,8,5,34336.65
7304.38,4,7,14804.81
197607.15,1,6,55828.87
124340.85,8,9,49762.6
87432.38,1,4,28152.28
23841.17,2,10,22231.2
141333.87,1,1,36048.66
60132.44,1,4,23321.84
197714.76,8,5,71603.1
190356.74,5,3,58999.83
148382.85,2,4,43743.89
194359.03,5,7,61127.87
25598.6,2,1,11495.77
59583.5,6,1,23860.99
54382.44,1,3,14426.3
19042.47,4,10,22469.8
194584.19,5,5,61909.29
16694.95,3,7,13542.0
172054.34,8,5,62489.05
154791.48,6,1,47343.05
78294.08,3,3,25633.26
8667.44,2,6,10925.15
6188.7,2,1,4319.68
44778.8,3,6,22518.19
101305.93,8,4,41448.52
94292.45,4,7,36530.1
119132.05,1,7,39787.77
155532.07,7,3,53306.06
78584.15,7,4,32863.84
36270.92,6,3,20797.61
161009.54,5,3,48643.99
69874.68,4,8,30822.08
60941.97,6,10,33851.75
154040.85,5,4,48622.04
187157.19,8,1,58692.31
183417.45,6,2,56091.5
31801.27,5,6,20175.63
103115.84,1,9,35453.24
23109.71,1,1,9815.2
192390.31,5,6,61314.16
46969.44,7,1,23368.45
43498.77,1,5,18488.61
178332.71,1,10,55051.85
193730.86,4,5,59024.06
141038.29,5,8,48449.5
28595.98,8,2,21100.54
99741.84,3,4,33426.58
164237.99,8,9,59163.16
116633.05,4,6,42148.49
30856.0,1,4,14162.33
38518.11,3,4,20598.71
173507.63,4,4,53534.06
107770.69,4,8,35134.0
142638.17,6,5,46492.33
77747.19,1,5,25945.93
108834.69,7,4,42628.15
195535.11,5,5,58577.08
69292.09,2,9,26851.71
136583.76,7,5,50171.9
38638.58,2,3,16796.67
28739.28,3,8,20987.71
157809.82,2,7,56536.76
169601.1,7,4,55872.12
135320.78,8,10,54625.97
35848.19,8,5,26614.61
51914.65,6,1,21045.42
182679.26,5,10,60858.73
61297.29,5,5,27097.97
164677.8,8,8,56655.78
60757.77,8,5,33890.18
188195.2,3,9,61360.09
183318.32,1,6,53812.0
13436.32,6,1,11976.79
155230.73,1,8,49431.36
38045.04,3,5,17371.75
46977.97,7,6,29446.68
94669.82,2,2,31404.01
117382.04,2,8,37832.72
68530.95,8,7,36661.94
117199.76,3,1,34443.69
38278.38,7,4,22934.98
9355.84,4,2,11112.08
116388.76,7,9,47604.81
105895.98,3,8,39561.87
139482.52,1,2,40442.86
131715.3,8,2,46746.21
180009.84,2,8,55038.48
94596.38,8,9,45206.63
6632.05,4,5,10774.51
127977.27,7,7,50030.24
136650.82,4,1,41446.69
106691.52,2,10,41421.82
139414.45,4,1,41591.47
68098.84,8,2,31127.29
34017.62,7,3,22015.6
134587.96,7,1,47411.62
52811.35,4,7,25142.69
93981.6,3,7,32183.7
100866.43,3,1,32314.1
98053.91,5,5,34922.79
121697.58,2,10,42786.68
10743.47,5,7,12776.13
197988.09,3,10,62068.17
144680.54,8,1,47955.32
87950.62,1,5,27756.75
42309.36,3,2,17635.85
20634.58,5,3,14288.99
136077.13,6,6,49279.52
66806.34,7,6,32635.62
49748.3,4,7,26898.16
79091.11,2,2,24034.05
120620.0,7,5,42943.79
135982.52,7,8,52783.42
130808.16,1,2,34910.86
173336.79,3,4,54577.37
47657.7,1,6,21651.49
129165.5,4,7,43592.64
24717.3,1,7,12488.71
111847.26,7,10,46935.74
118871.89,1,9,37907.12
47166.27,8,10,33133.27
81380.16,8,2,32188.88
166302.61,1,2,48508.51
33939.77,5,8,22497.7
89728.71,3,3,30265.96
186882.95,6,7,63452.61
103301.24,2,8,38004.41
146401.07,8,10,54342.82
166238.88,8,5,55513.99
44736.0,5,10,31494.87
47552.36,5,2,19847.66
152925.33,7,10,54866.19
151894.81,8,6,53849.67
16735.75,3,8,15833.4
67887.16,2,2,23379.73
82713.84,1,3,24533.07
166662.88,2,1,48475.78
87263.14,8,9,38376.2
185556.13,3,6,55481.17
199338.52,8,1,61942.83
157241.6,1,10,50262.74
134945.4,7,5,48230.9
81419.95,5,4,29152.68
18072.69,4,7,16390.67
116762.06,8,9,49853.55
75532.46,8,6,35899.09
73425.12,5,4,30606.72
139103.3,2,6,46566.51
95409.67,8,2,40915.51
151658.3,2,8,49253.52
82643.78,5,1,30380.45
34418.36,8,9,24715.43
94962.77,4,1,30231.54
190447.44,8,2,60076.84
161297.3,2,4,45758.81
45121.1,5,5,23868.74
81303.6,2,10,35066.78
185919.46,8,2,61697.96
29121.32,8,3,21227.38
54520.3,5,1,21527.3
56133.42,6,10,33819.01
116331.91,6,4,40296.62
85093.0,2,10,32629.23
20574.78,4,4,16041.75
127690.38,2,8,39341.93
24320.18,3,9,20485.53
123250.91,4,9,40191.86
103866.63,2,4,32769.09
101265.39,8,9,46208.26
18161.77,7,4,21154.37
129647.99,2,10,46679.86
89107.45,7,9,39751.12
85165.69,3,2,31001.04
121308.02,4,1,36049.77
123218.37,7,2,43813.01
7931.49,6,8,13186.47
29419.05,3,9,21120.32
51121.05,6,9,27126.47
137205.58,5,5,47300.31
117464.52,3,2,35788.89
152737.68,5,2,48630.53
149418.52,7,4,51111.51
171370.66,4,2,49986.88
78478.9,1,4,27239.67
72287.45,7,6,35201.33
167048.0,5,5,51741.71
51332.3,2,3,21003.92
94928.61,2,2,27579.04
42893.5,6,1,19690.39
183198.94,3,7,54524.09
84521.59,7,9,36946.25
46434.95,3,8,21614.35
139942.61,2,3,42959.94
52705.71,1,10,25418.36
188983.2,7,8,63417.76
76685.32,4,1,27525.31
134604.94,8,9,53040.74
72322.76,6,1,24263.4
162412.89,3,6,49877.12
179899.93,7,2,57325.87
158644.08,4,6,50881.85
170457.31,6,8,57173.61
24866.76,5,3,20781.56
185192.61,1,9,57152.2
126738.64,3,5,40465.71
174497.42,2,8,55472.85
138465.17,6,5,46742.44
44360.3,1,8,22656.74
123863.24,4,4,41027.58
22734.52,7,7,22799.61
140665.99,5,3,42375.35
84755.22,6,7,37129.35
34587.97,2,7,15256.89
195949.81,2,4,59245.68
180711.46,5,4,58951.32
179241.02,4,6,58430.05
158819.96,3,7,51432.85
139936.32,1,7,44894.06
132740.5,4,9,49661.88
25688.3,8,10,25047.64
180610.42,3,6,55474.09
176820.04,8,9,59928.7
150831.26,5,4,48303.85
185826.42,4,3,57953.73
112851.27,1,2,33173.57
92290.26,2,1,30843.73
193749.74,1,4,53252.61
95505.58,4,7,36775.39
130058.27,6,9,50367.82
77747.12,7,3,32488.51
129083.61,4,7,41584.5
145419.3,3,2,42862.18
126807.83,6,7,47321.31
105339.77,1,7,37150.4
63521.61,8,6,30394.35
130549.91,4,4,44630.93
182143.63,1,6,55221.4
6347.96,4,10,17256.09
31116.16,3,8,19368.36
28355.77,2,8,16210.2
185025.03,4,4,61791.72
134235.8,7,8,50143.08
190598.68,3,1,54355.48
118648.59,4,5,39500.03
95037.91,8,1,35154.84
159506.87,6,9,57619.86
36383.74,1,5,17134.42
79360.93,2,1,24231.86
95923.48,2,1,30184.45
63199.39,5,5,29672.32
77400.69,5,5,29750.33
20230.51,7,8,23511.88
43606.8,7,6,23725.03
70421.86,5,2,28930.85
160198.63,1,5,52700.88
40586.98,7,6,24239.94
72594.87,1,1,23546.44
17659.46,6,1,13936.29
113635.35,8,9,45271.04
124193.92,8,1,41601.15
173775.71,1,1,44507.2
164727.62,5,5,54395.53
60648.7,4,1,20330.09
31705.97,4,7,19949.44
35436.22,2,1,13965.19
193947.97,1,6,56280.68
136279.03,1,1,36232.22
13301.3,4,3,13525.33
31671.95,3,10,20658.14
99731.01,5,6,35368.04
45526.62,3,3,19009.01
161713.5,2,5,50749.82
116777.34,7,1,38677.16
124463.28,4,6,45241.47
95250.98,4,8,33126.4
54932.24,2,2,19137.75
119933.7,2,8,42582.63
144809.16,1,4,42494.42
77334.88,7,7,34899.35
103464.01,3,4,31658.87
168738.37,6,1,53485.48
33992.94,2,5,20731.78
111318.76,6,9,41977.11
72940.47,1,4,25907.04
142044.98,2,4,43295.51
8668.0,4,4,10021.75
135742.29,6,8,49721.93
25065.06,3,2,12770.32
17629.71,1,6,13952.64
146301.54,4,3,47999.07
129866.72,3,6,46039.25
179512.51,3,4,52232.14
106332.72,5,3,38253.6
108354.76,1,3,31901.97
142868.48,8,6,54072.98
68062.53,2,6,27887.31
12197.93,7,6,20029.57
49858.94,1,9,19620.25
51412.62,6,5,24544.51
70453.48,7,7,33065.87
188975.23,3,9,60319.59
161944.35,7,9,57663.67
187511.47,2,10,62897.4
199728.87,6,10,65152.21
89586.91,4,3,29084.79
49279.3,3,1,17467.41
114200.81,4,6,40974.39
176821.21,7,8,61199.25
95817.71,8,1,34955.81
103552.86,5,1,35991.43
31215.63,1,9,20073.06
86988.82,2,5,32668.23
80463.99,3,6,29868.41
73579.26,5,9,33667.89
178023.24,3,2,56399.67
16563.78,1,5,9823.38
194568.7,7,6,62014.36
6608.13,3,4,13543.98
189390.83,8,6,62212.0
111869.26,1,1,29216.2
141976.82,2,10,50299.74
41490.91,7,7,26184.08
132571.25,7,5,48574.49
176981.75,5,10,60267.22
32198.63,6,1,16657.03
29780.91,5,1,16430.43
64275.69,2,4,25490.91
36536.55,2,4,17428.33
26575.94,7,8,24522.09
137272.21,5,6,48289.5
46696.19,1,9,23649.33
135067.91,4,5,44353.69
173076.2,6,2,53205.78
132144.83,6,7,46364.23
28276.58,8,8,25372.59
116847.63,5,8,41637.3
81757.59,3,10,35571.17
71957.33,2,9,27574.51
67113.64,3,9,26955.63
186239.28,6,2,59554.17
149788.95,2,5,47836.8
31100.51,3,3,17021.99
97821.07,2,5,28105.89
67053.5,3,4,26414.65
195697.97,3,10,64047.43
195715.65,3,2,54569.79
67309.22,5,9,34517.02
73662.06,8,3,31440.49
121885.77,1,7,39822.73
98464.87,6,5,37365.03
46554.67,4,7,23006.97
133780.37,3,10,41610.1
70155.09,3,6,28819.08
132474.72,3,2,39617.92
79817.9,1,10,31224.1
141540.93,3,2,41254.85
135220.9,5,5,42460.14
104218.49,5,1,33704.0
142424.3,3,5,43917.46
94888.31,8,6,41523.19
27646.97,1,9,13760.96
40510.72,1,2,14301.12
52968.66,6,7,28386.78
17329.64,5,10,16390.56
143719.34,2,10,52893.89
76641.09,3,10,35464.64
23237.04,2,6,16313.03
164891.83,6,8,58002.18
138312.59,1,8,46036.86
93183.73,1,7,32253.77
53247.94,2,5,20421.19
34590.45,6,9,24912.11
94382.97,2,6,30113.8
177622.92,4,7,57971.49
41737.09,1,3,15752.97
115888.55,3,10,38212.41
192528.77,5,10,62782.96
129237.73,2,7,45993.13
90793.12,1,3,27584.64
144692.73,4,2,43092.73
165792.69,3,9,52351.63
120150.68,7,9,48868.12
175007.31,6,9,59157.53
105345.39,2,5,33385.56
166855.66,1,6,45085.16
190643.75,5,7,62305.08
102742.48,1,9,33679.99
122975.33,5,1,41140.29
123846.17,5,8,47323.3
157379.8,8,2,53703.17
165478.34,4,8,57513.83
10309.72,1,7,14038.3
148005.11,1,4,39277.51
157843.97,6,4,50882.09
141583.74,4,4,43443.13
144170.65,7,4,51031.73
13073.56,2,5,13782.43
91197.54,8,9,39893.31
164545.03,6,9,57806.21
187131.39,6,8,60965.19
49746.24,8,1,29900.71
117943.01,8,6,44969.07
161844.4,4,2,48197.17
151719.49,3,6,47470.92
125683.57,3,2,37429.81
8644.78,4,2,9732.26
146157.74,8,5,56382.24
155782.29,7,4,48574.16
145955.65,7,7,52005.99
154332.79,4,9,52180.07
89028.4,5,9,35731.87
198781.67,7,1,56831.3
155303.45,2,4,49406.39
117842.6,2,4,38953.95
187167.3,3,2,54992.07
182098.68,4,6,55374.47
163840.58,3,1,51255.69
114920.51,7,1,42881.54
107784.7,4,2,32877.99
69098.05,7,10,33628.13
53921.21,7,4,30368.0
104910.11,7,8,42558.03
117667.44,1,4,36416.86
52682.65,5,8,27356.24
184907.24,8,7,64674.77
113668.43,7,3,41207.77
107668.54,3,5,37848.59
89949.49,4,6,36087.7
16323.9,6,10,17354.5
177068.26,1,5,50054.73
66813.87,7,7,32608.36
130279.77,6,7,45872.37
123449.54,6,2,39378.8
118974.93,7,8,48171.52
107513.88,6,2,37615.97
40380.77,6,2,24034.33
59718.12,5,5,25519.52
107216.67,7,8,43096.71
158921.78,5,9,55267.04
89237.85,8,5,35515.74
44764.9,5,9,26123.91
22149.16,3,9,20363.64
134287.15,6,10,52022.65
87551.29,6,9,38240.74
29447.32,6,8,21146.98
136521.04,5,6,49877.93
45477.85,8,7,25304.38
104258.13,6,4,39771.99
64706.66,1,6,23935.17
186679.56,1,4,54841.91
49516.17,7,10,30824.22
86884.11,6,8,39500.15
192101.25,7,9,65168.36
67151.41,3,1,24512.56
130695.67,8,1,41910.32
66761.77,3,4,28540.99
26581.62,3,10,23582.62
127371.71,1,8,42133.81
183626.15,2,1,51575.19
93250.11,5,9,37835.19
127104.43,3,8,47411.44
123735.19,5,8,45174.84
85942.49,7,6,37198.91
124904.84,8,4,47515.55
55567.03,2,8,26337.06
78717.39,4,9,34565.5
91252.18,3,4,30763.02
173481.69,1,9,55162.82
72924.91,5,1,29236.52
128851.72,4,1,37489.48
46613.75,2,4,19764.29
54251.1,8,9,34626.83
131443.63,2,1,32174.11
153650.44,6,7,50441.3
95112.85,1,2,26711.73
70344.44,1,5,22533.49
182502.95,5,4,52789.36
31482.52,7,7,24442.55
145539.28,1,5,41651.7
139583.3,1,5,40701.08
139597.81,2,8,44477.42
187406.99,7,8,68685.74
146997.11,1,6,45611.06
63805.21,2,2,23779.89
73914.8,7,5,31360.16
81266.64,3,3,25698.61
11007.69,6,7,21858.7
183134.51,2,4,51349.1
19342.76,7,4,18006.47
141459.89,1,10,45904.73
147381.4,2,5,48833.62
169524.43,2,4,48087.85
112905.64,2,9,41175.18
146426.56,6,10,49876.42
64030.97,4,5,27361.13
150388.88,6,9,51705.94
71966.07,8,5,36465.26
181053.5,3,6,56155.99
36859.45,4,10,24383.0
66572.68,3,4,26021.52
102260.04,8,8,45072.36
156290.86,4,9,57477.13
151015.83,1,7,45511.91
46089.79,7,8,24959.83
33125.96,2,8,14560.22
64274.07,4,6,28384.43
99332.06,2,7,32118.71
110105.98,5,6,43708.29
88681.83,1,3,25943.75
134302.57,8,6,47855.85
88373.99,7,8,38308.48
189534.16,2,5,55687.71
55888.93,8,6,33046.63
127337.56,2,6,40279.6
124218.7,3,8,40019.59
59907.07,6,6,29174.88
85279.09,1,1,24093.44
76267.36,5,3,30006.05
38637.32,4,1,17023.82
98072.57,1,5,30262.74
80399.14,3,9,37994.65
39771.89,2,3,14282.01
92726.61,2,5,33270.1
87259.57,2,10,35612.44
30616.31,2,6,16053.76
30581.57,3,2,16829.08
131263.94,7,9,52168.06
142783.26,3,6,43652.94
188530.18,4,8,60359.63
21965.91,7,4,15830.24
27982.99,4,4,17008.67
15104.54,8,5,15685.24
108784.54,5,5,39262.19
126435.59,1,8,38402.79
83687.07,7,8,34930.07
160590.93,6,6,57184.94
138906.39,1,2,36878.44
197238.88,5,10,66570.23
31889.52,3,6,18824.13
16371.55,1,4,15431.2
