income,family_size,spending_score,expenses
56685,5,6,33562.08
85659,2,2,32808.85
91371,4,6,48235.77
36856,1,7,18719.92
143400,4,8,72956.83
41316,6,1,44633.84
114253,5,6,63661.36
41730,4,4,30698.2
138692,2,6,54222.05
54823,5,5,37573.67
33174,4,2,28372.22
76814,3,6,42009.49
47886,2,4,20980.04
147644,1,5,43853.36
108896,5,8,63200.31
70149,6,10,58468.82
147944,7,1,69605.06
82385,6,2,45949.09
103298,7,10,74656.75
115103,1,9,38792.2
28009,5,9,25658.14
145457,2,7,65858.6
27501,3,5,28534.31
52842,4,3,32640.44
133654,1,4,45673.43
129182,7,6,77299.3
131780,7,9,80353.67
51732,7,3,48326.95
132209,5,3,58977.93
130674,2,6,53998.24
145482,4,9,79716.28
99919,7,1,55835.24
77001,2,8,39970.55
42477,2,7,20011.7
57394,7,2,42429.69
132478,4,3,65010.64
89874,5,7,55545.26
122305,6,7,78397.44
125569,3,6,51475.17
82511,1,1,15528.19
110144,3,2,45260.61
41359,5,10,35163.71
48067,1,2,7663.02
51453,5,6,47361.94
69656,1,10,48201.77
70093,6,6,52212.01
47476,6,6,45685.84
136350,5,5,70353.62
70101,6,8,59110.7
42886,3,9,37869.03
59867,6,4,53901.65
20808,1,4,12124.8
47794,4,8,40623.54
130451,2,9,57554.85
73039,4,8,52073.49
100421,2,4,35479.12
72575,4,2,36967.53
102403,4,6,57241.86
144563,5,3,55940.18
111694,7,2,54954.44
55807,4,1,38620.8
145560,4,9,73023.01
142670,4,7,65175.7
36169,3,10,28744.1
138242,2,9,65227.29
40875,1,9,24678.8
70968,3,9,41321.22
103000,6,3,56244.59
92028,1,3,15945.81
57272,4,10,51192.08
65984,7,6,58960.68
106631,7,5,73522.16
38897,1,4,10232.22
95756,1,3,25294.31
124311,6,3,58734.28
105882,4,4,58288.54
21962,6,8,35201.24
34643,2,5,24986.09
62723,3,4,27054.1
118359,7,3,68567.42
102231,7,8,69558.52
38556,7,7,40333.7
139003,4,3,56106.91
34173,6,4,43942.75
62440,4,5,37710.35
148739,1,6,46669.3
117922,2,3,34980.16
130695,4,7,62607.23
24589,7,2,40546.21
78939,2,2,32401.19
78286,2,8,36358.77
34950,4,3,29588.87
128567,3,1,49064.22
91094,2,8,37880.88
107887,7,8,69356.59
111808,6,6,71179.07
111367,3,5,50221.68
90017,7,3,53094.25
77752,5,1,47528.04
139846,1,7,55748.24
53272,3,7,32515.99
138259,1,2,42053.47
96674,6,6,60564.08
102224,5,3,47243.59
105187,4,10,58451.96
109763,6,7,63281.6
26878,4,2,28404.76
110897,2,2,33951.06
37837,6,10,42613.03
127426,5,2,60057.81
84727,1,9,35920.9
95617,2,9,37001.87
37736,5,9,36966.91
44059,3,9,31369.24
54900,7,1,43688.03
124837,4,8,60820.33
35140,2,2,23838.1
143733,1,2,33088.95
120357,1,5,40572.53
90845,2,10,45859.19
137283,7,2,60822.53
138794,6,3,64682.13
73204,3,4,31262.92
43333,2,4,32084.34
134118,1,2,44221.3
72884,6,2,46152.28
42722,5,2,41820.66
128274,6,4,63511.45
129882,4,9,71731.53
120898,2,10,56613.51
98955,5,9,61526.17
51936,2,10,26185.39
139606,7,1,68337.73
40713,1,2,20963.33
30186,3,3,21808.82
87443,4,8,50855.41
96483,4,7,60928.85
80413,2,8,36254.05
64514,3,8,42580.28
131098,6,2,73398.36
139091,2,5,46464.8
55102,3,4,40787.98
103549,5,4,55834.95
137293,5,5,64710.7
32125,4,2,30958.57
70583,6,8,56484.29
33333,2,10,23002.54
114135,1,2,32832.63
41633,1,6,19523.03
72061,7,1,47790.25
112882,1,4,39131.9
134668,3,1,49204.31
23708,6,8,33147.6
34699,6,1,51303.44
130829,6,6,76967.77
89206,6,6,56483.9
68592,2,7,30461.54
40476,4,8,42214.8
95568,6,1,56063.7
54350,5,2,38618.36
55512,7,6,58755.41
85397,5,4,50618.52
139871,1,2,41879.31
71513,7,4,55975.65
96342,5,10,53048.81
36854,2,10,13569.46
71883,5,6,54063.52
136420,5,8,76006.96
61919,4,8,46782.02
27103,3,1,29848.58
106768,1,3,34055.79
45924,4,6,44178.48
73397,6,1,45206.89
76272,5,9,47747.58
77462,7,3,57697.85
71748,1,2,21782.23
26505,5,10,38987.23
124249,2,5,48704.9
120205,3,6,62020.36
139152,6,9,79290.81
137068,4,2,52765.79
135774,2,10,67985.02
52165,5,2,38880.27
67778,6,3,43880.78
123290,2,8,55657.94
53221,7,9,60526.48
31603,3,9,32665.63
109530,3,5,51444.11
26193,5,7,29367.59
122830,1,3,33460.96
70390,1,10,38526.79
82666,2,8,45228.64
88227,1,9,28944.56
44828,1,4,7818.22
104016,3,9,52966.15
143085,2,5,60010.62
36380,4,4,36393.73
38423,7,1,36726.86
21984,5,3,35341.05
98397,6,2,49260.96
42189,7,8,57588.01
45181,2,3,18941.03
98590,6,4,57962.98
44249,6,1,35558.94
58697,5,2,39453.54
107824,4,1,44833.65
56115,1,1,12293.51
126979,6,8,78431.15
104856,1,2,31821.71
49902,2,6,24159.36
95922,1,5,38198.02
134611,4,4,55620.75
118419,5,4,56962.0
44288,6,3,38974.75
80488,2,8,39042.96
72672,7,9,60900.0
77954,2,2,29022.57
101358,3,7,53764.91
47299,6,9,53678.77
142406,2,6,52762.44
116505,7,7,74175.7
110712,5,4,60457.03
107061,5,2,49703.93
25543,4,6,25377.82
83479,6,9,64073.55
75024,1,3,19065.31
83879,7,10,80595.61
58469,5,8,45573.08
26844,7,6,43778.72
76109,4,7,33282.3
26163,5,3,26686.06
149906,4,1,47908.0
84073,7,4,55400.97
121055,2,6,44027.46
36180,7,7,45362.3
63285,4,3,34130.02
98412,5,9,62128.45
67368,1,5,35383.74
81744,3,8,46100.28
108291,3,4,41200.71
121465,3,3,48611.19
115787,4,10,67752.0
20684,2,2,17731.25
118760,7,8,78231.39
117423,7,3,71041.36
57933,1,3,24492.56
148122,4,4,58591.67
71540,2,3,34160.45
95356,4,6,62922.96
145417,3,4,49963.33
126893,4,1,46322.31
54033,4,2,40238.11
122095,1,4,41012.88
70122,1,9,27908.68
29110,1,10,17213.25
140269,6,7,70245.97
66662,4,3,35499.96
139243,4,2,58791.3
22845,1,10,14031.07
106895,3,8,55481.63
23986,7,1,31617.26
102310,3,3,43784.28
135166,6,10,81719.2
52126,1,3,20122.71
35059,1,4,16165.68
99480,2,1,23366.12
143606,7,3,74188.39
74877,1,9,38818.67
134111,7,5,78938.61
135464,6,2,72773.78
72014,4,10,57512.0
82757,7,2,55509.75
103050,1,3,34236.53
30615,4,9,36076.49
81870,6,7,63813.95
66103,6,5,46761.9
76618,2,8,35979.24
146979,3,7,61479.51
56101,6,7,44223.78
25036,2,10,19329.34
44408,1,10,23194.22
59756,5,3,46316.87
110517,7,2,60295.1
135492,6,3,71438.08
95369,6,10,66342.3
44432,2,7,30961.25
85778,6,8,63868.24
65561,4,2,26411.29
61992,5,6,44682.02
89528,1,5,35643.75
82117,6,5,56179.64
60647,7,9,54244.36
95223,5,1,39449.26
135538,1,5,37055.69
115181,6,10,74527.05
52518,5,5,35910.84
75762,3,8,39746.52
86246,1,7,34567.9
41773,6,6,39120.97
118484,7,3,74340.15
85643,4,3,29147.13
105848,1,6,38511.47
149206,6,2,58888.26
112542,2,7,50112.31
90926,1,1,24870.97
56278,3,5,31290.68
137337,3,5,60780.27
48776,4,7,35151.32
26830,1,10,15097.13
22657,5,4,32896.01
127553,2,3,41898.25
40010,7,6,38654.59
26535,7,1,35412.6
51042,3,3,36835.59
49698,3,7,32096.68
115375,1,2,29136.73
126660,3,10,54362.48
84136,7,10,76272.46
124187,6,4,62561.62
143657,4,2,46613.25
40542,2,9,31281.61
83936,3,2,31964.04
96586,5,4,45850.09
121324,7,6,72589.11
148084,3,4,60512.66
130632,7,5,69404.6
24194,7,8,44519.87
43605,6,7,40403.63
40966,6,9,43944.89
60629,6,2,39048.48
50466,5,9,49025.0
52472,4,9,46505.4
87327,6,3,54108.73
132125,5,3,53121.57
103078,1,5,39352.74
55716,7,4,48010.94
100436,2,8,41225.29
103719,1,9,43563.27
74806,3,7,39267.47
42957,7,2,43479.7
40597,2,10,15229.49
94726,3,8,40865.23
127549,2,9,50551.9
35395,3,9,33328.39
60904,7,5,63705.14
24461,5,2,29342.87
132833,3,3,51848.41
146353,7,1,65168.83
46776,6,1,42801.33
65772,3,8,39645.26
107573,5,2,51391.09
38185,7,8,50945.48
95051,4,7,50140.83
49492,5,2,38926.09
50209,7,8,61050.39
145317,4,7,67503.89
129803,7,8,82053.93
144437,4,7,75297.5
98191,7,8,76011.51
70095,7,9,54143.87
109405,4,9,65562.25
34089,3,7,27381.81
139812,5,4,59796.04
114155,5,3,51120.77
80693,2,10,45231.56
130817,3,2,45787.99
125629,1,7,47196.73
83599,6,7,72606.56
129754,7,3,67746.05
80242,1,7,37337.35
67340,6,10,51826.41
55372,3,5,35131.96
76150,5,6,49318.76
112971,3,7,59876.18
72430,1,8,25610.59
125872,7,5,61704.1
67817,4,1,34968.7
50760,4,4,31671.7
78865,6,8,57183.0
142386,7,3,63344.89
77887,5,8,55263.67
146305,7,7,78557.27
57099,7,5,47332.8
21487,6,9,34112.01
47528,2,1,18906.32
117796,6,8,68364.46
88307,4,5,48544.19
31849,4,10,33487.15
78511,4,2,45184.96
86274,5,4,53795.39
130104,5,3,61258.73
143800,7,7,95235.7
83805,3,7,39691.89
132994,1,8,60169.59
116635,4,6,50829.97
87691,6,9,61182.43
23508,1,9,25638.79
69822,2,1,22876.18
36679,4,2,21381.13
136344,4,2,51467.82
108246,2,3,36807.25
89581,7,10,71535.85
45007,7,7,52184.84
134140,5,3,59269.92
125334,3,9,63707.09
98441,5,5,48083.85
128610,6,1,57112.28
32036,7,3,39916.78
101828,1,3,29966.06
62668,6,6,54886.39
122151,2,5,54805.26
70161,7,5,59080.01
147071,7,8,95422.1
26710,4,5,25001.98
80657,4,5,44670.89
33614,1,4,20259.11
60201,6,3,48597.64
51837,4,1,29665.52
83757,7,9,74033.87
139508,5,5,72636.98
33603,6,3,36862.35
93322,6,3,57796.91
142021,7,4,76656.09
32154,2,2,17734.05
56229,7,4,56661.42
64545,5,3,41887.73
83272,5,4,49269.29
90768,7,3,44526.52
78244,3,1,41799.43
125548,2,1,41345.74
121346,6,10,89445.93
106861,3,8,60514.85
113274,3,2,40060.76
47757,4,9,36841.84
33670,1,4,8721.69
79858,6,6,57845.5
27208,3,6,25834.22
114908,7,5,67974.42
112082,4,6,60865.08
143328,4,4,57957.16
101599,2,10,50439.67
132726,3,4,43207.01
130722,5,10,65476.77
97386,6,10,60521.63
92042,7,5,59990.71
69810,1,1,22787.09
21171,6,5,33847.07
79242,5,6,53861.35
54962,3,6,26188.7
128799,5,9,77321.13
90498,3,7,46097.67
32475,5,9,43518.28
113798,6,8,67845.19
116027,7,10,79281.81
102550,3,5,52813.52
36158,2,2,19603.48
115078,4,2,43924.08
49483,4,3,32792.17
79845,6,6,47038.43
62430,2,9,30076.58
41729,4,2,30971.41
121744,7,2,71494.39
99724,6,9,61319.11
101036,3,8,60027.45
142823,6,8,75180.97
132629,5,10,82610.42
24678,1,6,17318.45
140635,1,6,46581.59
146194,2,6,64247.02
101715,4,9,64627.3
118066,6,1,51179.17
73254,7,2,44473.86
53935,5,6,43435.79
31147,1,9,21074.09
85557,5,10,58483.66
82679,7,9,71802.76
130279,1,8,59016.33
145166,5,8,74975.71
59082,4,3,21277.17
105990,3,1,45145.65
81835,3,3,26427.16
76781,5,7,47028.88
111405,4,4,46677.16
39996,3,8,28506.56
24528,3,4,17818.03
34170,7,4,50419.48
64781,3,10,41051.66
21944,5,2,41154.54
140283,7,7,80387.55
93693,7,10,66452.67
85871,1,7,36584.02
143471,1,3,48969.59
25449,7,1,36415.88
58600,2,7,36717.6
97620,7,9,67691.09
42765,6,8,45361.55
89302,2,5,38750.56
117695,4,4,52796.19
25644,7,7,46097.78
59210,1,5,23027.3
58353,3,6,33398.32
50991,5,5,40421.17
91159,1,3,24731.39
84534,6,1,49846.01
81237,7,1,49346.76
144652,7,5,83622.23
43010,3,7,33719.18
69102,6,5,47662.96
145418,1,1,41961.9
98143,1,8,32650.23
146742,6,10,81942.21
113048,4,3,56255.83
34369,3,9,33372.22
100209,6,6,64720.03
51146,1,1,16133.36
111055,1,3,30972.5
148354,1,6,48871.85
90883,5,8,61281.73
27841,4,8,23146.63
41274,5,5,32498.09
70562,1,7,31126.2
61789,5,1,33585.68
90017,6,10,68023.55
135643,1,9,48732.86
83845,6,8,65371.01
96907,5,2,42775.02
99070,5,5,56473.21
26427,4,6,25539.68
96206,6,1,54909.31
117742,3,2,28980.15
105847,5,5,53209.64
132210,4,2,49169.19
56792,1,6,24685.7
106908,7,9,75780.31
73494,2,5,35383.55
27460,3,4,23948.38
66552,1,10,39309.41
30017,6,5,45198.67
48817,3,2,28966.49
118772,7,10,85441.46
56568,7,8,52394.3
75371,2,9,45365.58
139193,3,6,47948.42
80411,1,7,32389.71
97946,1,8,39608.99
101588,4,3,52050.82
60141,3,3,40595.33
65375,2,8,29749.72
102859,7,5,57982.34
101839,1,7,53264.95
22411,5,1,31730.75
127770,5,6,67761.95
34811,1,3,20895.8
96411,1,4,31625.1
20353,5,7,34299.74
20152,6,9,34606.51
84403,2,10,39305.71
64680,5,2,38852.77
62219,3,4,33300.89
33803,4,9,30730.28
114345,6,4,53248.9
72996,6,1,49670.13
45786,7,10,49661.4
21843,4,4,25175.9
30910,7,2,43516.65
101859,1,5,37501.8
74177,5,3,45832.96
99972,1,9,42491.55
87226,7,6,40970.05
24879,5,9,38747.44
29873,3,8,16016.57
21738,6,3,44782.95
72841,7,7,58235.7
99022,6,5,68211.68
132113,2,1,37380.65
68939,7,9,56965.98
93111,7,5,66510.37
24907,3,9,30449.26
131173,4,8,67137.0
44151,5,3,36063.47
35032,3,2,24783.75
147744,5,8,75166.94
125102,5,9,70243.65
38716,2,3,20623.64
130080,5,8,74658.09
137293,6,5,66449.93
97266,6,3,58105.88
133328,1,1,31615.2
140276,7,1,56159.4
22096,4,1,19284.79
33819,5,2,27362.95
79801,4,9,48812.87
53632,1,3,16873.16
96403,2,1,16114.29
99553,5,4,57304.24
55326,2,9,30814.44
50335,4,5,41536.39
30085,5,5,42954.03
106528,3,3,39217.34
33470,1,9,20884.07
56414,3,6,39963.12
130460,2,7,51956.53
135023,1,9,64552.97
87682,2,6,37410.44
30522,1,10,18192.03
93719,3,5,58553.8
131051,7,4,63084.6
60801,6,2,41885.33
85328,3,4,36104.32
110008,5,2,55130.33
142299,2,8,57004.41
108912,5,8,61768.48
134674,6,10,84614.59
22741,3,4,20494.33
129555,7,5,69698.62
34408,1,1,14314.05
35065,1,1,4777.42
99398,6,1,55476.18
64373,7,5,62002.47
41976,7,2,46930.23
136484,6,5,78798.2
129027,1,8,50351.3
110575,2,5,48097.62
48240,5,7,35918.71
124331,4,8,73564.95
134795,6,3,66408.63
110734,3,6,51234.46
135457,7,5,81350.9
116737,7,1,60565.35
88946,7,7,68974.86
28514,1,7,21451.95
76371,6,3,47957.05
97623,4,2,47295.42
102372,6,8,63297.15
98801,1,10,37760.74
73956,7,4,56736.13
80532,4,10,57732.69
49231,6,10,44008.67
50173,6,2,41735.2
26235,6,4,37651.06
34010,4,4,29121.39
144505,3,10,70493.32
27569,6,3,38435.07
37375,4,5,30776.54
140283,2,10,79895.53
48076,1,10,19381.25
111196,6,4,53426.44
108069,3,5,48697.46
140561,2,1,37010.08
129897,4,8,69775.26
100129,7,1,60189.11
145112,3,8,68998.83
50321,2,7,29244.92
71630,3,3,27722.93
57213,6,10,48774.34
95327,5,1,49659.22
84044,3,3,30627.3
37806,6,10,42228.57
81093,2,2,26777.23
35859,6,4,36627.03
128305,1,7,49004.92
86849,4,1,43722.03
121721,1,8,45172.05
58142,6,6,46539.66
94204,2,8,42959.46
134440,6,6,65321.26
63541,5,9,44304.38
40516,7,4,53393.78
103057,5,5,55265.59
81240,5,9,55577.46
97514,1,5,35461.24
47095,3,2,28083.74
24828,7,10,50968.08
43436,7,9,54848.19
130307,3,8,59904.42
103471,3,6,59819.23
60232,3,5,36553.02
31321,7,3,43405.87
149144,6,4,66297.27
105262,5,6,72444.85
42537,6,4,30154.96
31079,3,6,24174.14
105241,4,1,50654.72
104095,5,2,50654.54
86206,1,10,38458.47
122961,1,8,50678.11
123011,2,8,60250.3
20156,7,7,50739.93
114562,7,4,63565.46
80107,2,9,43341.02
128365,4,5,61825.98
46870,1,8,17095.56
117881,1,8,50681.23
24596,6,8,45223.22
67322,4,10,51020.03
96786,4,9,59396.55
142622,6,5,72624.63
71779,4,8,40252.12
56965,1,7,28203.73
118337,7,8,78977.42
148160,4,4,65473.39
97586,5,8,56462.65
106079,4,5,53138.91
144745,3,8,67318.11
47705,6,4,44535.13
111974,2,3,46923.68
126102,1,1,35121.78
92190,1,6,36697.82
116102,5,10,71809.42
136042,6,5,75805.46
21347,7,9,50688.4
105691,4,7,50465.88
119614,2,3,45848.66
25501,3,5,24273.2
144181,6,2,67871.22
92480,1,4,38519.44
50930,7,10,63181.44
79307,1,6,33214.6
57789,4,2,37626.52
106747,3,2,36126.15
146204,3,7,65761.42
72769,4,8,51242.55
132612,1,9,62885.66
81164,3,9,48672.27
59548,4,4,39293.43
97377,2,3,36433.17
135810,3,1,37051.04
87167,1,7,36429.02
95985,3,2,42036.91
144731,2,8,65682.78
137831,7,9,85460.2
47213,4,1,35715.87
89965,6,6,57202.5
28916,3,9,30957.54
119545,2,10,57831.32
71024,2,4,20331.11
144857,2,2,48300.09
28841,3,4,24522.12
34969,5,3,29688.79
107136,4,7,55149.19
25348,2,6,20623.2
41912,4,5,26846.08
22597,6,1,35781.98
73156,2,7,34995.42
86430,6,4,49966.44
138505,6,7,79973.32
27914,1,6,10662.74
57287,7,3,55278.23
98298,6,1,54896.49
47197,7,4,44215.38
76883,1,9,24470.94
139343,1,2,42195.71
108110,4,8,62683.36
20050,2,8,17860.15
94760,1,9,45093.33
128028,4,7,62679.64
132601,1,9,51353.0
71442,2,8,40937.23
97416,1,10,38258.58
50011,3,6,28969.91
98867,6,6,59302.52
49545,1,3,18038.65
24426,3,7,34839.15
90684,5,3,48640.47
138790,5,9,80874.57
36914,7,8,47458.52
76481,1,9,33370.81
78801,7,3,47419.33
59894,7,2,50133.19
53619,7,8,59471.86
23827,6,2,40849.35
113277,4,8,61483.09
110816,4,2,41679.47
32846,7,8,52345.81
137258,4,4,64617.5
113283,4,6,49973.45
94985,4,6,54205.2
28661,3,5,26018.37
95071,1,9,47135.91
39824,7,3,52231.15
34706,7,6,55797.1
60335,1,4,29211.48
42013,1,2,18473.33
82655,4,10,41887.74
50156,6,8,46611.26
23455,7,4,38394.72
28733,4,3,30114.95
89308,5,3,35378.42
144319,6,1,65845.47
50773,3,5,32434.72
81999,6,10,60389.62
141698,6,5,75285.6
118264,1,5,43266.79
117813,1,10,51863.02
73682,6,3,59378.46
33952,2,8,22290.38
107120,5,8,62617.01
36357,7,2,36299.82
148526,1,7,60107.5
68959,1,5,20826.0
38306,4,3,29221.12
145199,2,4,51162.78
108463,7,7,77711.83
139792,7,7,89994.27
116305,3,1,40863.2
38223,2,6,25043.89
64309,4,2,38519.03
54114,4,10,47595.67
119008,7,1,56166.37
58416,3,1,26735.79
138428,3,8,60585.11
147327,2,3,44805.91
149366,2,4,52482.52
51849,4,4,28664.98
91384,6,5,57579.46
70989,5,10,52612.05
120562,4,8,54902.53
123862,5,6,54117.08
35001,4,2,26521.03
85889,2,4,33762.64
31990,6,4,36240.08
81771,2,9,42406.62
81801,7,8,62552.63
67906,2,9,34243.34
49403,2,9,44033.39
109916,1,10,52053.63
68403,7,9,56395.26
89700,5,5,49336.71
26307,2,9,28398.27
118793,4,8,67525.28
82208,7,3,49878.84
44453,2,9,25924.41
94204,2,5,42540.46
91740,2,6,42215.95
56303,4,7,36454.96
60608,5,4,48004.81
104181,2,6,39662.33
102977,2,4,42074.9
60130,4,3,31203.83
23494,4,3,23469.73
72453,6,3,51323.23
110461,3,10,60124.44
25429,1,3,14179.5
104029,3,1,39706.46
77781,7,1,57418.5
131961,7,4,79370.82
111927,3,7,59022.22
76587,3,2,31174.55
74801,1,5,26897.6
21289,5,2,30627.79
136249,5,10,73947.43
120336,7,6,69659.25
74016,1,5,34550.72
78690,3,8,48286.02
48096,3,10,25409.89
90380,1,5,32399.87
147875,4,7,69381.75
77454,4,2,35149.55
42145,2,8,33051.11
101421,1,5,24702.04
89341,6,2,53233.03
83300,2,6,33904.46
131520,4,1,39397.64
143462,2,3,49101.99
125096,2,5,44469.11
141913,2,2,48103.59
60308,3,4,30735.78
99744,1,3,44300.79
88903,5,8,67354.51
27350,1,7,13696.26
66739,7,1,52867.89
98486,1,5,32723.33
143897,3,7,71472.08
90671,3,7,41590.4
43370,6,7,54220.64
42347,2,6,30904.83
81558,3,6,31534.54
87634,2,7,38936.15
141326,3,5,49223.04
117271,3,7,59253.38
30542,4,7,36390.64
49252,7,4,48525.04
128280,7,8,75334.17
100543,2,3,38424.76
31554,3,4,18703.51
101223,6,10,66122.05
141152,5,4,65922.98
142517,5,4,63589.33
149278,7,7,83985.62
115413,6,7,63500.97
69071,1,5,25553.8
131384,7,8,87602.22
93773,3,2,36814.11
29022,2,8,17628.73
68374,4,10,48711.45
51426,1,6,22261.93
64641,3,4,35202.36
62196,7,6,56362.45
82435,7,3,60143.43
85803,7,6,54628.03
90938,5,5,39274.17
91742,4,3,52904.64
104368,7,7,83567.78
61261,4,9,39607.84
99919,4,8,57130.81
145412,7,3,69443.72
53039,2,5,21539.28
102615,4,9,62116.94
50200,1,5,22069.04
63648,6,8,42909.23
95179,1,7,37374.56
62752,3,4,30810.05
146682,3,3,51792.78
38568,6,3,36435.05
144767,6,7,74860.86
73783,2,7,35051.74
83094,4,3,40812.2
144970,6,3,68131.21
98074,6,9,70481.53
115559,1,3,45974.81
125600,6,2,57348.73
76523,1,8,28774.5
117139,6,9,81237.35
64331,2,9,35936.51
122251,5,5,61896.81
58500,7,5,51160.71
102575,6,7,68375.61
40111,7,10,50898.77
69440,1,3,27314.02
103648,4,9,58721.24
59997,7,5,52671.49
54839,5,10,55230.05
117051,7,2,63960.91
147271,6,2,68134.07
117348,4,4,52166.37
67499,7,1,53660.59
88916,7,2,54046.88
95510,4,3,45685.05
104804,6,4,55577.68
23504,1,6,17707.89
116945,4,1,44772.32
26344,2,1,17644.81
141607,1,6,39201.74
53591,4,1,24360.62
30534,2,8,24228.99
128365,5,4,54234.54
104720,2,1,36469.43
63103,6,5,52358.62
35394,7,10,51099.9
57684,1,3,15086.49
72033,4,2,35736.27
56060,1,8,25062.03
55936,6,4,48013.22
142837,6,6,73291.17
108481,4,8,61940.1
38227,7,5,44642.38
129483,4,5,57239.92
102827,3,8,54629.42
120809,5,10,70079.42
93756,4,9,58037.13
130205,6,8,78786.64
55700,6,4,43697.09
127157,3,3,51902.33
80813,2,8,32100.16
64193,7,9,62091.57
22554,1,3,6291.86
54810,4,10,41867.89
30228,1,4,10077.46
117914,7,9,75426.39
62381,7,10,56970.39
50962,6,2,31733.53
118343,1,8,50241.01
42064,6,3,48188.99
78470,3,1,33464.76
118318,6,7,68112.29
29424,4,6,33118.72
122937,6,5,72183.11
122194,4,8,60413.28
88905,7,10,71300.38
109202,3,1,45579.36
30190,7,3,45724.71
129840,1,1,27742.47
64874,7,2,49754.91
76032,5,3,45777.41
83735,4,9,60103.54
87747,4,2,41850.96
132263,3,10,69756.37
120403,2,6,44992.2
99417,6,8,60716.5
46996,4,4,36129.22
68478,5,8,54117.44
47925,3,8,37721.39
116319,5,8,61211.8
108747,4,6,48075.5
50528,1,4,27214.68
57195,3,2,25682.48
128559,5,5,67852.94
129313,6,5,62069.22
114819,3,4,48566.65
89259,5,9,59004.48
66785,3,3,33334.39
133106,4,9,68951.49
118484,3,7,61416.01
142394,3,7,61995.56
119222,2,2,36069.73
92124,6,5,59247.13
130081,7,9,83441.49
39810,1,2,17663.77
32781,5,3,34643.26
57690,4,4,29141.88
85816,3,6,42321.82
63395,2,9,26785.39
49421,3,1,26787.75
36347,7,10,53242.62
57087,4,6,40688.07
76959,4,1,36285.53
127129,3,9,67635.57
120370,1,3,34090.86
102641,5,4,53245.83
40630,7,2,50665.32
74785,4,1,39112.55
122601,1,2,42681.7
147293,6,9,85205.29
57020,5,9,48210.33
55244,3,9,36801.35
139180,3,5,65362.74
46317,1,7,22310.37
139626,5,8,69203.5
50938,5,9,51840.77
144047,2,9,58017.32
122502,4,8,63688.77
28447,5,4,34014.74
88965,5,1,49384.78
149089,1,2,46200.77
76450,1,4,25305.98
26014,7,5,42384.07
94339,4,7,61220.55
22810,1,5,20354.55
69105,7,2,55814.17
133895,4,2,52019.86
52934,3,10,39614.69
25611,7,7,48952.27
105455,4,5,62584.58
73768,4,1,28064.9
32665,2,9,17933.19
70197,2,1,27470.47
37162,2,6,20789.67
73135,6,4,52737.92
77173,5,4,52568.44
22439,1,10,10056.24
28134,2,5,22836.86
69280,1,8,24848.56
98882,4,9,61751.5
77133,4,9,49498.58
128528,7,7,88008.41
96426,7,7,64112.64
86244,3,5,38268.02
149673,7,8,84565.05
69948,2,1,28956.6
96901,6,8,73816.23
141167,4,10,76210.79
68491,4,3,36742.45
98118,4,4,42971.38
139916,5,2,58172.91
35172,5,5,39567.68
118272,7,2,61951.37
63055,7,10,62639.66
114845,2,2,35933.1
56298,1,7,21582.83
63896,2,1,23697.48
57300,4,1,15398.62
37494,1,4,16076.62
74648,1,5,18361.91
138198,5,6,71133.63
22811,1,8,7198.06
83204,7,6,55178.3
122729,3,6,53399.24
98065,2,3,37597.31
48983,7,10,71208.16
105189,6,4,63317.98
97052,5,5,68238.41
76092,3,2,34834.11
132106,1,6,45311.36
94786,6,8,65005.6
37876,2,9,17132.47
92867,4,6,57592.53
76348,4,7,47832.21
56094,2,4,25281.63
88634,3,8,48026.1
80722,1,6,35661.94
55126,6,8,47303.96
99078,5,1,39168.39
122652,2,9,51647.07
96260,1,1,25510.95
120956,7,5,68026.6
146229,5,7,79912.26
104319,1,10,52497.83
55997,3,5,32690.35
40717,2,5,21231.46
119425,2,4,40621.12
127311,3,6,49025.19
97102,4,10,44146.95
47847,3,6,34168.6
98470,2,10,44850.57
51756,1,1,21514.45
36586,2,1,16705.79
75930,1,6,28695.8
38029,3,2,23328.67
92933,6,6,58389.44
57716,6,10,61536.62
56677,1,5,28402.44
37259,1,4,13505.43
101815,3,9,59519.66
50181,1,7,28212.68
78048,2,1,25877.22
132303,3,3,53004.01
54982,4,7,29740.55
77534,1,6,29018.59
32225,5,7,33936.87
46906,5,2,42804.12
65852,5,1,36817.86
87606,6,8,70038.97
31837,6,10,38961.19
68616,4,2,36802.1
119277,3,9,61582.85
94427,7,5,58298.83
66000,6,3,50429.41
48350,5,5,34039.25
126550,1,1,29530.04
118445,7,7,73913.42
77158,7,3,57350.96
86252,6,6,57668.09
74007,1,6,19226.48
135962,1,6,62208.93
102615,2,1,37248.14
81581,7,7,57897.29
49840,5,5,47440.91
35520,3,6,27578.93
92603,3,4,33850.86
52869,7,1,48733.62
146434,2,10,67919.55
72217,1,6,30613.42
146560,2,8,68221.33
60832,1,10,30956.24
143680,6,6,70499.63
144269,4,5,67064.05
22071,5,3,28434.68
96025,2,3,21619.98
120331,6,8,77011.03
139421,1,4,40913.78
27477,5,7,35880.82
146734,4,9,74237.2
43886,5,2,45389.8
20004,3,4,21101.41
113796,3,7,56043.9
139566,6,5,66421.31
68233,7,10,57836.95
137876,1,2,35354.87
43771,3,1,28322.35
135826,4,3,49590.41
105056,7,10,75558.68
133583,5,1,54040.29
107454,1,2,38002.99
73829,7,10,61647.07
94401,6,8,65226.57
